Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
65.0,Male,2,East,PayPal,1,3.0,8.72,135,29.64,1
23.0,Female,41,North,PayPal,1,2.0,15.57,70,43.39,1
45.0,Male,3,North,Credit Card,2,4.0,17.19,162,37.45,0
46.0,Male,29,East,PayPal,2,2.0,10.22,96,37.13,1
43.0,Male,18,West,PayPal,2,9.0,17.18,16,52.98,0
42.0,Female,20,South,Debit Card,2,9.0,11.97,230,52.69,0
29.0,Female,47,North,PayPal,3,7.0,6.52,267,50.24,0
22.0,Female,14,West,Debit Card,1,7.0,17.69,306,49.42,1
51.0,Female,34,South,Credit Card,6,2.0,13.21,343,33.37,1
54.0,Male,54,South,PayPal,1,8.0,19.06,110,64.51,0
32.0,Female,31,South,Debit Card,0,1.0,13.39,143,37.39,1
61.0,Female,58,West,Credit Card,2,8.0,5.08,155,56.18,0
53.0,Female,40,South,Credit Card,1,5.0,18.06,207,53.08,0
32.0,Female,42,North,Debit Card,1,4.0,9.27,166,45.58,0
60.0,Male,58,West,Credit Card,1,10.0,12.53,260,68.48,0
65.0,Female,18,East,Credit Card,1,2.0,8.07,173,32.69,1
40.0,Female,30,East,Credit Card,2,3.0,9.45,121,40.13,1
23.0,Female,25,West,Credit Card,0,10.0,15.3,140,59.2,0
63.0,Female,19,East,Credit Card,1,2.0,11.44,168,36.69,1
67.0,Female,8,South,Credit Card,3,4.0,14.41,84,36.18,0
61.0,Female,28,North,Credit Card,1,3.0,17.35,194,43.77,1
60.0,Female,8,South,Credit Card,2,5.0,10.11,276,36.55,0
40.0,Male,3,West,Credit Card,3,5.0,15.73,303,37.34,1
60.0,Male,44,West,Debit Card,1,8.0,13.1,338,56.42,1
33.0,Male,22,West,Credit Card,7,2.0,10.75,242,27.46,1
64.0,Male,17,South,Credit Card,3,6.0,11.11,330,40.94,1
32.0,Female,36,North,PayPal,0,8.0,11.5,199,57.0,0
53.0,Male,14,North,Debit Card,3,4.0,15.49,5,37.9,0
28.0,Female,51,South,PayPal,3,4.0,6.88,355,44.57,1
68.0,Male,9,East,PayPal,0,7.0,19.51,103,51.42,0
32.0,Female,30,South,Debit Card,0,4.0,16.68,138,47.39,0
21.0,Female,21,South,Credit Card,1,5.0,9.47,293,42.53,0
38.0,Female,12,West,Credit Card,2,2.0,5.64,66,28.4,1
39.0,Female,32,North,Credit Card,7,10.0,16.02,270,53.23,1
36.0,Female,11,East,PayPal,1,5.0,19.45,47,44.67,0
31.0,Male,35,West,PayPal,2,10.0,6.24,68,56.96,0
21.0,Female,53,North,Debit Card,3,2.0,18.73,115,45.93,1
65.0,Male,47,East,Debit Card,3,6.0,8.88,26,50.89,0
69.0,Female,46,East,Debit Card,2,6.0,15.82,47,56.22,0
63.0,Male,11,North,Credit Card,2,8.0,5.91,207,43.86,0
44.0,Female,52,South,Debit Card,1,1.0,16.41,73,46.42,1
46.0,Male,8,East,Debit Card,1,7.0,6.91,259,42.91,0
45.0,Male,27,East,Credit Card,1,9.0,12.99,3,56.01,0
52.0,Female,44,West,Credit Card,1,4.0,19.33,9,52.17,0
25.0,Male,40,East,PayPal,3,7.0,5.55,8,49.27,0
33.0,Female,38,North,Credit Card,2,6.0,9.38,9,48.87,0
59.0,Female,47,East,Debit Card,2,4.0,6.04,152,44.89,0
47.0,Male,44,West,PayPal,2,8.0,13.91,336,57.89,1
35.0,Male,48,East,Credit Card,3,3.0,13.02,274,43.59,1
19.0,Male,48,East,PayPal,1,8.0,6.97,27,56.45,0
66.0,Female,27,West,Debit Card,3,5.0,12.34,348,41.72,1
30.0,Male,21,West,Debit Card,3,4.0,10.98,71,37.69,0
21.0,Female,52,South,PayPal,2,3.0,9.74,219,44.98,1
43.0,Male,20,South,Debit Card,3,10.0,16.58,290,55.04,0
42.0,Male,4,West,Debit Card,6,7.0,5.92,256,33.41,1
47.0,Male,11,East,Credit Card,3,7.0,14.7,103,44.82,0
28.0,Male,13,North,Debit Card,1,6.0,17.34,147,46.05,0
24.0,Female,9,East,PayPal,2,3.0,18.61,158,36.68,1
48.0,Male,4,East,Debit Card,2,9.0,16.19,348,47.99,1
61.0,Male,12,South,Credit Card,2,2.0,9.24,140,30.52,1
27.0,Female,9,South,PayPal,3,3.0,14.01,143,34.75,1
56.0,Female,13,South,Debit Card,2,1.0,7.12,109,28.72,1
30.0,Male,48,West,Debit Card,5,7.0,6.76,359,49.65,1
48.0,Male,26,West,Debit Card,2,2.0,14.58,320,37.39,1
24.0,Female,38,East,PayPal,0,10.0,17.77,64,65.84,0
66.0,Female,42,East,Credit Card,0,8.0,6.01,271,54.94,0
59.0,Female,13,North,PayPal,1,9.0,6.59,186,48.2,0
59.0,Male,39,East,PayPal,3,2.0,13.48,356,39.1,1
37.0,Male,58,South,PayPal,1,1.0,14.18,1,46.57,1
21.0,Female,19,South,PayPal,2,8.0,8.22,7,47.38,0
18.0,Female,19,South,PayPal,2,9.0,13.18,261,52.8,0
61.0,Male,49,South,Debit Card,3,3.0,17.93,47,47.92,1
62.0,Female,13,North,PayPal,5,2.0,15.28,356,30.79,1
59.0,Male,13,North,Debit Card,3,7.0,17.28,266,45.18,0
64.0,Female,58,North,Debit Card,1,7.0,9.0,2,57.31,0
30.0,Male,28,South,Debit Card,3,10.0,18.29,23,58.89,0
39.0,Male,53,West,Credit Card,0,5.0,10.66,359,53.68,1
38.0,Female,2,South,PayPal,5,7.0,17.79,303,41.58,1
39.0,Male,10,South,PayPal,3,6.0,12.07,84,39.77,0
45.0,Female,22,North,PayPal,1,9.0,9.02,204,52.48,0
26.0,Male,13,South,Credit Card,3,3.0,8.9,227,32.34,1
43.0,Female,58,North,Debit Card,0,4.0,13.52,252,54.29,0
26.0,Female,9,South,PayPal,4,9.0,6.19,305,43.51,1
32.0,Male,33,East,Credit Card,2,10.0,18.95,151,60.57,0
27.0,Female,14,West,Credit Card,0,8.0,9.07,247,46.47,0
41.0,Male,48,West,PayPal,0,10.0,10.03,306,63.47,1
59.0,Female,20,North,Debit Card,1,6.0,8.5,17,43.52,0
25.0,Female,15,East,Credit Card,1,3.0,5.05,304,32.15,1
33.0,Female,33,North,Debit Card,0,9.0,13.86,197,60.42,0
66.0,Male,17,South,Credit Card,2,6.0,17.14,341,47.0,1
43.0,Female,24,South,Credit Card,3,2.0,5.62,269,31.88,1
44.0,Female,30,East,PayPal,2,7.0,18.93,61,54.55,0
54.0,Male,13,West,PayPal,1,9.0,9.96,267,49.26,0
21.0,Male,59,South,Debit Card,3,9.0,18.7,97,65.49,0
67.0,Male,47,North,PayPal,1,3.0,6.61,283,44.32,1
41.0,Male,48,South,PayPal,5,2.0,16.16,247,41.01,1
36.0,Male,16,South,Debit Card,2,5.0,13.69,35,41.33,0
53.0,Male,2,West,PayPal,2,10.0,10.37,274,50.25,0
42.0,Female,43,East,Debit Card,0,4.0,5.4,41,43.78,0
35.0,Male,8,East,PayPal,3,10.0,12.52,96,49.43,0
36.0,Female,52,South,Debit Card,1,2.0,14.06,171,46.84,1
53.0,Female,3,North,PayPal,1,10.0,15.99,67,52.79,0
27.0,Female,12,East,Debit Card,4,2.0,19.87,308,31.68,1
50.0,Male,20,East,PayPal,2,7.0,8.9,119,45.32,0
67.0,Male,16,South,Debit Card,1,2.0,9.84,341,35.99,1
22.0,Male,14,North,Credit Card,3,1.0,10.12,171,28.41,1
64.0,Male,16,East,Credit Card,1,4.0,15.97,186,42.19,0
52.0,Male,53,West,Debit Card,4,10.0,19.61,245,66.15,0
61.0,Female,49,South,PayPal,4,10.0,19.19,159,64.48,0
51.0,Female,43,South,Debit Card,1,4.0,18.19,284,51.91,0
50.0,Male,49,South,Debit Card,4,1.0,19.86,107,43.42,1
38.0,Male,51,South,Debit Card,0,1.0,10.64,36,43.53,1
34.0,Male,54,East,Debit Card,0,9.0,19.22,348,68.38,1
39.0,Female,33,North,PayPal,0,1.0,16.42,195,38.93,1
65.0,Male,30,South,Debit Card,1,7.0,7.53,268,47.35,0
54.0,Female,59,South,Credit Card,4,7.0,5.68,76,53.32,0
32.0,Male,12,East,Credit Card,1,1.0,8.22,280,29.88,1
52.0,Female,15,South,Credit Card,2,1.0,16.68,321,34.27,1
45.0,Male,18,South,Debit Card,1,6.0,14.48,348,45.55,1
24.0,Male,28,North,PayPal,5,8.0,8.37,80,45.08,1
49.0,Female,23,West,PayPal,1,7.0,16.13,98,52.2,0
28.0,Male,14,South,PayPal,1,6.0,7.12,282,40.75,0
26.0,Male,33,North,PayPal,2,3.0,16.91,223,42.96,1
31.0,Male,45,East,Credit Card,2,7.0,19.59,252,57.88,0
30.0,Male,15,North,PayPal,2,6.0,7.25,80,42.05,0
42.0,Male,7,North,Debit Card,1,8.0,18.6,314,51.07,1
19.0,Male,15,South,Debit Card,2,4.0,10.12,170,36.42,0
52.0,Female,52,South,PayPal,4,9.0,11.24,157,60.32,0
24.0,Female,42,South,Debit Card,4,1.0,12.03,334,36.44,1
38.0,Male,46,West,PayPal,4,7.0,14.4,328,54.76,1
35.0,Male,38,West,PayPal,4,9.0,19.92,2,60.39,0
20.0,Male,46,East,Credit Card,1,10.0,14.0,203,64.34,0
59.0,Female,56,South,Debit Card,6,1.0,18.9,258,42.12,1
56.0,Female,57,West,Credit Card,4,10.0,8.83,251,61.31,0
58.0,Male,54,South,Debit Card,2,3.0,10.98,146,47.72,1
28.0,Male,11,West,Debit Card,1,9.0,9.84,275,50.48,0
56.0,Male,29,North,PayPal,2,1.0,19.65,19,40.15,1
41.0,Male,31,South,Debit Card,4,6.0,15.89,252,47.99,0
63.0,Male,25,South,Credit Card,2,2.0,12.18,284,36.1,1
36.0,Female,52,West,Credit Card,1,5.0,16.27,331,54.96,1
43.0,Male,24,West,Credit Card,1,7.0,5.26,311,45.42,1
55.0,Female,57,South,PayPal,3,10.0,13.15,137,66.01,0
59.0,Female,19,North,PayPal,6,7.0,14.38,226,44.16,1
56.0,Female,22,North,Debit Card,3,6.0,5.61,113,40.97,0
62.0,Male,20,East,PayPal,3,10.0,12.68,149,53.55,0
63.0,Male,33,South,Credit Card,2,6.0,6.47,48,46.42,0
53.0,Male,8,South,Debit Card,0,7.0,7.23,58,45.72,0
50.0,Male,9,South,PayPal,3,10.0,16.24,137,52.14,0
53.0,Female,34,South,Credit Card,3,1.0,12.71,195,36.86,1
20.0,Male,57,West,Debit Card,1,8.0,8.27,206,58.63,0
26.0,Male,23,East,Credit Card,1,2.0,12.41,18,36.29,1
25.0,Female,5,North,PayPal,2,3.0,5.01,268,29.81,1
50.0,Male,55,West,Debit Card,2,5.0,17.94,215,56.86,0
23.0,Female,25,North,PayPal,2,6.0,5.19,206,43.3,0
58.0,Female,8,West,PayPal,2,7.0,5.11,124,39.45,0
21.0,Male,54,West,PayPal,4,3.0,19.6,165,49.11,1
30.0,Male,48,North,Credit Card,2,9.0,17.84,148,63.77,0
66.0,Male,45,South,Debit Card,0,4.0,8.78,276,47.79,0
22.0,Male,15,East,PayPal,2,9.0,14.39,25,50.89,0
61.0,Female,1,North,Debit Card,3,3.0,17.34,268,35.35,1
44.0,Female,22,North,Credit Card,2,3.0,10.43,295,37.07,1
38.0,Female,38,East,Debit Card,2,1.0,6.73,200,34.65,1
25.0,Female,54,South,PayPal,4,6.0,7.29,47,50.89,0
55.0,Male,14,West,Credit Card,1,6.0,13.53,25,43.47,0
25.0,Male,36,East,Credit Card,1,9.0,6.54,213,53.62,0
67.0,Female,18,West,Credit Card,1,2.0,8.03,33,33.18,1
20.0,Male,47,South,Credit Card,1,8.0,8.52,214,59.21,0
61.0,Female,41,East,Debit Card,2,7.0,11.66,211,54.44,0
20.0,Male,18,South,PayPal,3,2.0,5.68,29,28.83,1
23.0,Female,10,North,Credit Card,3,4.0,18.93,39,38.23,0
19.0,Female,49,North,Credit Card,2,2.0,5.37,260,40.41,1
40.0,Female,39,West,Credit Card,2,3.0,14.46,165,44.53,1
61.0,Male,47,North,Credit Card,2,2.0,17.54,95,46.4,1
19.0,Male,1,West,PayPal,1,9.0,9.69,220,44.88,0
55.0,Female,27,East,Credit Card,1,4.0,6.97,268,39.12,0
34.0,Female,57,East,PayPal,3,1.0,5.65,118,38.75,1
52.0,Male,27,East,Credit Card,3,8.0,14.66,66,50.8,0
51.0,Male,11,North,PayPal,3,4.0,13.28,193,35.23,0
40.0,Female,49,South,PayPal,2,10.0,8.44,320,61.79,1
47.0,Female,5,North,Credit Card,4,8.0,17.47,35,44.52,0
69.0,Female,7,North,Debit Card,2,8.0,16.03,175,49.97,0
39.0,Female,57,South,Debit Card,2,10.0,16.3,308,67.58,1
53.0,Female,29,South,Debit Card,2,4.0,15.13,340,42.36,1
22.0,Male,15,North,Credit Card,0,2.0,6.78,80,33.4,1
30.0,Male,35,West,Credit Card,3,6.0,15.38,111,49.93,0
48.0,Female,37,West,Credit Card,3,6.0,13.59,186,49.57,0
33.0,Male,12,South,Credit Card,1,3.0,15.89,87,39.28,1
59.0,Male,30,East,PayPal,1,1.0,5.91,224,35.76,1
47.0,Male,20,East,PayPal,2,5.0,7.48,51,38.78,0
33.0,Female,37,West,Credit Card,2,3.0,7.76,126,38.78,1
29.0,Female,3,North,Credit Card,0,6.0,5.62,146,38.81,0
34.0,Male,9,North,PayPal,0,3.0,16.18,41,36.21,1
33.0,Male,58,North,PayPal,0,1.0,19.71,355,50.4,1
29.0,Female,41,East,Credit Card,2,9.0,16.68,363,60.85,1
25.0,Female,39,West,PayPal,1,5.0,17.91,24,52.32,0
37.0,Female,26,East,Debit Card,3,2.0,5.09,303,31.44,1
20.0,Male,2,East,Debit Card,1,2.0,6.77,284,28.04,1
33.0,Female,23,South,Debit Card,2,9.0,13.39,36,54.17,0
47.0,Male,23,West,PayPal,3,1.0,19.67,277,35.84,1
62.0,Male,59,South,Credit Card,1,10.0,14.91,184,67.61,0
40.0,Female,21,North,Credit Card,4,3.0,10.61,325,34.48,1
68.0,Female,9,West,PayPal,2,7.0,7.29,182,41.69,0
57.0,Male,13,North,PayPal,1,1.0,10.44,300,30.56,1
22.0,Female,28,West,Debit Card,4,2.0,15.71,154,38.02,1
37.0,Male,27,East,PayPal,4,6.0,5.48,150,40.29,0
61.0,Female,52,North,Debit Card,3,9.0,19.12,297,63.53,0
47.0,Female,38,East,PayPal,2,3.0,18.7,246,46.65,1
37.0,Male,1,East,Credit Card,2,1.0,19.67,75,29.97,1
23.0,Female,18,North,PayPal,3,9.0,10.5,149,50.53,0
39.0,Female,51,East,PayPal,0,5.0,18.04,3,54.96,0
25.0,Female,13,East,Debit Card,0,10.0,11.7,2,55.37,0
56.0,Female,40,North,Debit Card,6,10.0,5.66,238,52.32,1
49.0,Male,55,East,Debit Card,4,5.0,5.6,28,47.13,0
29.0,Female,43,South,PayPal,2,1.0,12.95,315,40.15,1
55.0,Female,44,East,Debit Card,0,1.0,12.88,266,41.39,1
69.0,Female,46,West,Debit Card,1,3.0,16.23,83,46.91,1
51.0,Female,4,South,Debit Card,2,6.0,10.13,349,39.93,1
31.0,Male,33,East,Credit Card,2,2.0,16.43,253,41.23,1
50.0,Male,36,West,Credit Card,1,8.0,14.57,48,57.02,0
40.0,Male,51,North,PayPal,4,10.0,19.47,134,64.18,0
67.0,Male,41,West,PayPal,2,9.0,12.07,300,58.28,0
62.0,Male,10,South,Credit Card,3,10.0,11.28,199,50.22,0
58.0,Female,20,West,PayPal,3,3.0,18.54,136,39.91,1
44.0,Female,44,South,PayPal,5,10.0,10.16,358,57.69,1
26.0,Female,11,North,PayPal,3,4.0,8.61,219,32.55,0
18.0,Female,12,East,Debit Card,2,6.0,5.51,349,40.32,1
28.0,Male,18,West,Credit Card,0,1.0,15.9,19,35.76,1
20.0,Male,30,East,PayPal,1,4.0,8.5,18,41.11,0
69.0,Female,44,North,Credit Card,2,8.0,14.1,179,58.0,0
40.0,Male,48,North,Credit Card,4,5.0,18.75,23,52.22,0
43.0,Male,37,East,PayPal,1,8.0,19.25,315,60.04,1
21.0,Female,20,North,Debit Card,5,1.0,5.07,244,23.95,1
39.0,Male,25,North,Debit Card,3,9.0,17.11,199,54.15,0
60.0,Male,11,West,PayPal,1,8.0,17.8,305,52.05,1
32.0,Male,9,West,Credit Card,2,8.0,11.64,312,46.3,1
39.0,Male,50,South,PayPal,3,2.0,10.38,90,42.78,1
54.0,Male,25,West,Credit Card,0,3.0,11.83,144,39.38,1
29.0,Male,32,North,PayPal,2,3.0,16.62,352,44.48,1
64.0,Female,49,West,Credit Card,0,8.0,18.56,204,65.94,0
59.0,Female,1,East,Debit Card,1,7.0,19.47,8,46.39,0
55.0,Female,17,South,Debit Card,2,4.0,14.34,301,40.03,1
62.0,Female,59,West,Debit Card,3,4.0,6.56,153,48.26,0
52.0,Female,8,East,Credit Card,4,5.0,8.77,17,33.37,0
47.0,Male,5,South,PayPal,2,1.0,9.82,339,26.57,1
41.0,Male,5,East,Debit Card,0,10.0,9.54,237,49.26,0
59.0,Male,41,South,PayPal,0,8.0,7.58,335,56.9,1
47.0,Male,35,South,Credit Card,3,7.0,18.02,56,53.07,0
31.0,Male,19,North,PayPal,2,5.0,11.28,44,40.23,0
23.0,Female,23,North,PayPal,1,6.0,19.45,309,50.76,1
20.0,Male,9,South,Debit Card,5,1.0,13.75,241,25.71,1
33.0,Female,54,West,Debit Card,1,8.0,7.08,39,59.8,0
24.0,Female,30,East,Credit Card,3,9.0,13.19,130,53.6,0
69.0,Male,50,East,PayPal,4,5.0,19.9,98,54.87,0
31.0,Female,16,North,Credit Card,4,10.0,13.48,281,52.59,0
26.0,Female,33,West,Credit Card,6,7.0,5.03,80,44.0,1
32.0,Male,2,South,Credit Card,1,10.0,19.0,288,52.87,0
52.0,Female,46,South,Debit Card,4,6.0,15.33,234,50.45,0
19.0,Female,1,South,PayPal,1,2.0,12.73,334,30.26,1
19.0,Male,58,West,PayPal,3,5.0,9.24,79,51.43,0
52.0,Male,25,East,Debit Card,7,9.0,18.93,71,49.83,1
35.0,Female,16,North,Debit Card,7,9.0,18.68,263,49.38,1
31.0,Male,15,West,Credit Card,1,8.0,12.7,200,49.99,0
37.0,Female,26,South,Debit Card,2,4.0,8.88,211,39.42,0
35.0,Male,47,North,Credit Card,3,6.0,6.54,18,47.23,0
27.0,Female,44,East,Credit Card,2,7.0,7.35,273,52.41,0
42.0,Male,16,East,Debit Card,4,1.0,12.83,210,28.75,1
19.0,Male,14,South,Credit Card,3,1.0,9.62,117,28.07,1
50.0,Male,24,East,PayPal,1,3.0,11.83,77,39.0,1
53.0,Female,47,North,Credit Card,1,10.0,16.19,315,66.48,1
48.0,Male,55,East,Debit Card,4,4.0,18.38,11,52.77,0
31.0,Male,15,South,Debit Card,5,9.0,13.78,51,47.68,1
18.0,Female,19,South,Credit Card,2,2.0,15.85,7,37.67,1
63.0,Female,8,North,PayPal,2,4.0,10.46,37,36.02,0
33.0,Female,34,West,Debit Card,6,7.0,12.44,261,46.95,1
69.0,Female,27,South,PayPal,3,8.0,15.91,200,51.48,0
20.0,Male,10,East,Credit Card,2,10.0,11.37,330,51.9,1
58.0,Female,23,South,Credit Card,0,9.0,18.86,79,58.21,0
23.0,Female,49,East,Credit Card,0,1.0,14.48,55,44.26,1
42.0,Female,8,East,Credit Card,0,7.0,14.64,221,47.06,0
30.0,Female,28,West,Credit Card,1,1.0,16.77,92,38.99,1
51.0,Female,23,South,Debit Card,3,10.0,6.73,74,51.16,0
25.0,Male,4,East,PayPal,1,9.0,12.84,56,49.72,0
38.0,Female,14,East,Debit Card,3,10.0,19.39,232,55.73,0
51.0,Male,53,North,PayPal,1,10.0,10.42,179,63.24,0
42.0,Female,29,West,PayPal,1,3.0,14.02,360,39.34,1
62.0,Male,32,West,Debit Card,6,5.0,7.33,236,38.55,1
29.0,Female,33,West,PayPal,6,6.0,13.7,33,42.78,1
49.0,Male,49,North,Credit Card,3,3.0,14.04,55,44.5,1
49.0,Female,26,East,Credit Card,1,6.0,11.28,243,44.63,0
30.0,Male,39,South,Credit Card,2,6.0,8.68,74,49.22,0
48.0,Male,23,South,Credit Card,2,6.0,9.96,21,43.92,0
31.0,Male,32,West,Credit Card,0,4.0,12.48,353,46.01,1
37.0,Male,52,South,Debit Card,2,1.0,8.71,201,40.07,1
35.0,Female,15,East,Debit Card,1,3.0,16.74,154,39.2,1
23.0,Male,2,North,Credit Card,1,7.0,9.04,207,41.22,0
49.0,Female,19,South,Debit Card,1,2.0,6.46,149,33.64,1
46.0,Male,24,West,Credit Card,2,4.0,5.0,183,34.82,0
40.0,Male,11,South,Credit Card,3,6.0,5.19,261,36.22,0
48.0,Female,22,North,Debit Card,4,9.0,19.43,144,55.1,0
68.0,Male,15,East,Credit Card,1,2.0,15.35,244,35.09,1
22.0,Male,10,South,Debit Card,0,4.0,17.87,5,41.28,0
36.0,Female,41,South,Credit Card,4,1.0,7.17,62,32.62,1
51.0,Male,27,North,PayPal,3,7.0,6.1,346,45.31,1
27.0,Male,9,South,Credit Card,1,1.0,5.17,26,27.33,1
42.0,Male,52,East,Credit Card,3,6.0,19.33,317,58.37,1
19.0,Male,28,East,PayPal,2,10.0,9.5,325,58.15,1
28.0,Male,1,West,Debit Card,3,10.0,11.89,184,48.3,0
67.0,Male,17,West,PayPal,1,9.0,10.92,306,52.23,1
48.0,Male,31,West,PayPal,1,2.0,15.96,36,39.86,1
26.0,Male,10,East,Credit Card,1,10.0,13.03,69,137.31,0
40.0,Female,37,North,PayPal,6,3.0,19.93,232,41.08,1
36.0,Female,29,West,Debit Card,3,6.0,11.66,176,46.32,0
26.0,Female,18,East,PayPal,5,7.0,13.27,278,42.9,1
52.0,Male,47,North,Debit Card,1,8.0,12.54,33,56.83,0
38.0,Male,38,East,PayPal,1,4.0,17.05,69,49.3,0
45.0,Male,49,West,Debit Card,0,7.0,7.56,255,56.54,0
68.0,Male,40,West,Credit Card,0,5.0,11.23,23,50.13,0
24.0,Female,12,East,PayPal,2,10.0,18.71,254,55.73,0
33.0,Female,14,North,Debit Card,2,4.0,13.47,273,38.47,0
50.0,Male,44,South,Debit Card,1,1.0,6.06,181,37.56,1
21.0,Female,55,South,Credit Card,1,3.0,15.96,347,52.34,1
21.0,Male,10,West,PayPal,1,10.0,15.29,250,54.92,0
56.0,Male,54,South,Credit Card,1,9.0,14.6,237,64.91,0
57.0,Male,20,West,Credit Card,1,4.0,9.02,232,39.97,0
54.0,Male,31,South,Credit Card,2,3.0,9.82,242,40.26,1
56.0,Male,7,South,PayPal,3,6.0,7.28,134,36.38,0
69.0,Male,58,West,Credit Card,2,4.0,19.81,71,54.42,0
46.0,Female,41,North,Debit Card,6,5.0,16.19,346,44.88,1
69.0,Female,10,South,PayPal,2,7.0,11.22,310,44.48,1
53.0,Female,10,South,Debit Card,7,7.0,19.04,279,42.34,1
56.0,Male,39,North,Credit Card,2,2.0,6.31,185,37.85,1
54.0,Male,30,South,Debit Card,4,8.0,7.67,314,47.8,1
69.0,Female,37,West,PayPal,2,4.0,18.76,217,48.39,0
52.0,Male,55,West,Debit Card,1,3.0,17.61,281,52.34,1
24.0,Female,3,South,Debit Card,1,10.0,9.6,281,48.18,0
44.0,Male,50,North,Credit Card,6,6.0,18.33,125,52.12,1
45.0,Female,43,South,Credit Card,3,3.0,5.64,179,40.89,1
39.0,Male,15,North,Debit Card,0,2.0,13.23,327,35.52,1
31.0,Female,21,South,Debit Card,2,9.0,19.03,35,56.75,0
24.0,Male,52,North,Credit Card,5,3.0,17.83,70,46.04,1
54.0,Female,37,East,PayPal,1,1.0,10.34,360,36.9,1
39.0,Male,56,West,PayPal,2,9.0,7.74,178,60.67,0
22.0,Female,12,East,PayPal,0,5.0,8.16,49,39.65,0
19.0,Female,4,West,PayPal,3,7.0,12.72,68,40.57,0
38.0,Female,9,East,Debit Card,2,1.0,5.49,94,25.61,1
55.0,Male,39,West,PayPal,2,6.0,11.2,81,49.73,0
32.0,Male,42,South,Credit Card,3,5.0,17.46,250,49.96,0
38.0,Male,28,North,Debit Card,3,10.0,11.66,38,55.86,0
27.0,Female,23,North,PayPal,1,6.0,7.54,350,45.0,1
40.0,Female,45,South,Debit Card,1,2.0,19.32,45,45.82,1
56.0,Male,40,South,PayPal,1,7.0,8.99,359,52.54,1
22.0,Male,44,West,Debit Card,0,1.0,16.98,137,42.22,1
18.0,Female,22,North,PayPal,5,8.0,7.91,311,44.39,1
30.0,Female,24,West,PayPal,2,7.0,11.35,308,48.13,1
38.0,Female,51,South,Debit Card,2,7.0,12.36,305,57.15,1
43.0,Male,58,North,Debit Card,2,6.0,12.51,229,56.41,0
67.0,Male,26,South,Debit Card,2,10.0,12.75,183,57.32,0
38.0,Male,33,West,Credit Card,1,9.0,12.74,204,56.89,0
35.0,Male,16,West,Debit Card,1,3.0,12.23,111,36.1,1
54.0,Female,22,North,Credit Card,0,9.0,8.13,68,52.9,0
62.0,Male,49,South,PayPal,4,5.0,19.82,357,51.54,1
49.0,Female,57,South,Debit Card,3,8.0,17.98,38,62.37,0
53.0,Female,50,West,Credit Card,2,3.0,18.31,198,48.76,1
34.0,Male,43,West,Debit Card,5,7.0,15.28,305,52.46,1
52.0,Female,18,West,PayPal,4,10.0,7.4,92,49.35,0
66.0,Male,7,West,PayPal,3,4.0,13.52,264,35.71,0
28.0,Female,50,East,Credit Card,3,5.0,17.32,243,53.0,0
38.0,Male,26,East,PayPal,2,4.0,5.58,116,38.01,0
21.0,Male,30,West,Debit Card,3,6.0,8.18,246,46.94,0
69.0,Male,23,North,Debit Card,5,10.0,19.75,285,55.82,1
57.0,Female,42,South,PayPal,1,10.0,14.08,149,62.77,0
52.0,Female,43,West,Debit Card,3,3.0,8.7,279,41.03,1
69.0,Male,9,North,PayPal,1,10.0,13.35,323,51.39,1
46.0,Female,31,North,Debit Card,1,1.0,16.0,118,40.03,1
55.0,Female,7,East,Debit Card,2,4.0,11.8,73,36.44,0
59.0,Male,9,East,PayPal,3,10.0,12.86,6,50.4,0
38.0,Male,13,South,Debit Card,2,8.0,15.43,321,48.32,1
59.0,Male,58,East,PayPal,2,4.0,17.19,22,53.68,0
30.0,Male,3,West,Debit Card,2,1.0,14.89,179,28.81,1
66.0,Male,35,South,PayPal,1,5.0,19.66,196,52.4,0
58.0,Female,33,West,PayPal,1,1.0,17.3,109,40.71,1
34.0,Female,21,West,Credit Card,3,9.0,16.66,185,54.58,0
26.0,Male,31,West,Debit Card,0,8.0,17.68,55,56.4,0
58.0,Male,52,East,Debit Card,2,7.0,9.22,229,55.01,0
18.0,Male,34,North,Credit Card,3,5.0,11.48,19,45.83,0
19.0,Female,32,North,PayPal,4,4.0,13.47,364,40.61,1
46.0,Male,35,East,Credit Card,0,3.0,17.71,48,48.67,1
67.0,Female,32,South,Debit Card,1,5.0,18.23,96,49.57,0
57.0,Female,6,South,Credit Card,0,1.0,5.89,30,27.53,1
38.0,Male,45,East,Credit Card,1,10.0,8.4,121,60.15,0
45.0,Female,21,East,Credit Card,3,8.0,10.27,354,47.05,1
28.0,Female,33,North,Credit Card,1,7.0,16.26,190,53.62,0
51.0,Male,32,North,Credit Card,2,1.0,13.4,152,36.46,1
25.0,Male,52,East,Credit Card,0,4.0,19.32,255,54.87,0
39.0,Male,19,West,PayPal,2,4.0,8.42,191,37.77,0
25.0,Female,33,North,PayPal,4,9.0,18.08,142,57.52,0
66.0,Male,28,South,Credit Card,1,10.0,9.24,246,56.11,0
32.0,Female,31,West,PayPal,2,2.0,8.68,34,36.39,1
40.0,Female,54,East,Debit Card,1,10.0,6.07,86,63.23,0
41.0,Male,34,South,Credit Card,4,3.0,10.76,161,38.97,1
36.0,Male,14,East,Debit Card,1,5.0,7.4,118,39.87,0
