Customer_ID,Age,Gender,Subscription_Length,Region,Payment_Method,Support_Tickets_Raised,Satisfaction_Score,Discount_Offered,Last_Activity,Monthly_Spend,Churned
CUST002341,36.0,Female,26,West,PayPal,1,5.0,12.88,51,46.44,0
CUST002342,48.0,Male,47,East,Debit Card,2,5.0,5.05,343,46.63,1
CUST002343,33.0,Male,48,East,PayPal,2,7.0,9.66,29,53.38,0
CUST002344,31.0,Female,39,North,Debit Card,4,5.0,18.0,6,48.3,0
CUST002345,65.0,Female,17,North,Debit Card,1,10.0,10.0,133,55.59,0
CUST002346,22.0,Male,19,South,Credit Card,0,4.0,8.8,96,41.43,0
CUST002347,58.0,Male,51,North,Debit Card,7,,13.15,346,56.47,1
CUST002348,43.0,Male,49,South,Debit Card,1,,6.18,82,40.82,1
CUST002349,45.0,Female,6,East,PayPal,2,8.0,12.97,277,46.83,0
CUST002350,19.0,Female,29,East,Credit Card,1,5.0,9.55,315,44.75,1
CUST002351,67.0,Female,11,West,PayPal,7,,10.75,217,30.26,1
CUST002352,23.0,Female,16,West,Credit Card,1,9.0,16.87,280,52.97,0
CUST002353,26.0,Female,30,South,PayPal,4,,14.93,131,35.92,1
CUST002354,50.0,Female,25,North,Debit Card,0,3.0,11.69,86,39.49,1
CUST002355,58.0,Male,40,North,Credit Card,1,8.0,13.66,328,55.98,1
CUST002356,42.0,Male,11,West,Credit Card,3,4.0,16.5,313,36.69,1
CUST002357,65.0,Female,7,East,Credit Card,5,9.0,16.19,93,45.77,1
CUST002358,30.0,Male,26,South,Credit Card,3,10.0,7.78,71,52.33,0
CUST002359,26.0,Female,56,East,PayPal,1,,9.51,326,64.51,1
CUST002360,30.0,Male,22,East,PayPal,1,10.0,10.22,326,56.53,1
CUST002361,48.0,Female,25,North,Credit Card,3,10.0,7.81,332,51.9,1
CUST002362,,Male,19,South,Credit Card,1,9.0,5.18,191,51.02,0
CUST002363,28.0,Male,31,East,Credit Card,3,10.0,7.61,214,54.02,0
CUST002364,21.0,Female,26,West,PayPal,2,9.0,17.12,47,56.9,0
CUST002365,51.0,Female,42,West,Credit Card,0,1.0,13.19,218,42.17,1
CUST002366,55.0,Male,41,North,Credit Card,0,6.0,10.12,89,51.46,0
CUST002367,63.0,Male,36,West,Credit Card,2,10.0,14.13,275,60.14,0
CUST002368,21.0,Female,23,West,PayPal,3,6.0,16.1,227,45.85,0
CUST002369,55.0,Male,47,East,Debit Card,1,8.0,10.32,217,58.43,0
CUST002370,,Female,13,West,Debit Card,2,7.0,11.99,240,44.87,0
CUST002371,23.0,Female,25,West,PayPal,1,7.0,5.96,301,46.03,1
CUST002372,51.0,Male,2,East,Debit Card,1,2.0,13.96,341,31.5,1
CUST002373,35.0,Female,2,North,Credit Card,1,4.0,10.35,170,34.91,0
CUST002374,30.0,Male,16,North,Credit Card,3,1.0,11.5,232,31.3,1
CUST002375,58.0,Male,9,South,PayPal,1,7.0,11.34,108,44.74,0
CUST002376,40.0,Female,28,West,PayPal,4,4.0,14.49,328,40.86,1
CUST002377,36.0,Male,13,East,Debit Card,3,9.0,13.59,233,50.02,0
CUST002378,62.0,Female,35,South,Debit Card,4,6.0,11.33,170,45.42,0
CUST002379,28.0,Female,41,North,Credit Card,2,6.0,5.25,135,45.8,0
CUST002380,18.0,Female,13,North,PayPal,1,9.0,14.31,131,52.04,0
CUST002381,41.0,Male,31,East,Debit Card,1,8.0,18.19,37,58.27,0
CUST002382,24.0,Female,21,South,Debit Card,2,6.0,16.54,259,48.4,0
CUST002383,42.0,Male,32,South,Credit Card,2,6.0,19.72,124,50.18,0
CUST002384,38.0,Female,54,East,Credit Card,2,6.0,7.09,263,53.01,0
CUST002385,32.0,Female,34,East,Credit Card,4,4.0,8.34,353,37.39,1
CUST002386,18.0,Female,8,South,Credit Card,1,5.0,13.09,217,40.7,0
CUST002387,29.0,Male,59,North,Debit Card,2,3.0,8.54,170,47.47,1
CUST002388,24.0,Male,41,West,PayPal,1,9.0,5.52,98,54.64,0
CUST002389,32.0,Female,48,North,PayPal,1,2.0,11.03,358,44.72,1
CUST002390,38.0,Female,2,East,Credit Card,3,7.0,9.31,186,40.9,0
CUST002391,,Male,38,South,Credit Card,1,1.0,8.96,213,37.12,1
CUST002392,46.0,Male,32,South,Debit Card,4,10.0,19.3,358,59.59,1
CUST002393,42.0,Male,54,West,Credit Card,2,,8.58,312,57.07,1
CUST002394,50.0,Female,40,South,PayPal,0,,6.94,232,39.34,1
CUST002395,66.0,Male,58,West,Credit Card,5,5.0,6.88,167,46.24,1
CUST002396,49.0,Female,28,North,PayPal,3,1.0,17.09,306,35.01,1
CUST002397,66.0,Male,37,North,Credit Card,2,5.0,15.72,161,49.1,0
CUST002398,52.0,Female,41,South,Credit Card,0,4.0,6.94,284,45.8,0
CUST002399,61.0,Female,1,South,PayPal,0,1.0,8.3,184,26.4,1
CUST002400,55.0,Female,41,East,Debit Card,4,1.0,16.21,25,37.8,1
CUST002401,,Male,10,East,Debit Card,1,7.0,9.12,142,43.32,0
CUST002402,28.0,Male,55,South,Credit Card,1,3.0,19.72,183,52.17,1
CUST002403,52.0,Male,4,South,Credit Card,1,10.0,13.11,84,50.79,0
CUST002404,25.0,Female,35,North,PayPal,4,9.0,7.88,231,51.38,0
CUST002405,63.0,Female,10,South,PayPal,1,,17.88,223,51.24,0
CUST002406,31.0,Male,47,East,Credit Card,6,10.0,9.79,158,56.57,1
CUST002407,27.0,Female,11,North,PayPal,3,9.0,9.33,318,44.91,1
CUST002408,19.0,Female,14,West,Debit Card,0,1.0,9.91,185,32.41,1
CUST002409,,Female,38,East,Debit Card,1,4.0,16.52,183,47.9,0
CUST002410,26.0,Male,12,East,PayPal,3,1.0,7.6,85,26.18,1
CUST002411,20.0,Female,45,North,PayPal,2,1.0,10.73,65,38.59,1
CUST002412,38.0,Male,17,West,PayPal,2,,5.46,52,47.69,0
CUST002413,43.0,Male,16,East,Debit Card,2,,17.4,3,44.86,0
CUST002414,25.0,Male,35,South,Credit Card,1,1.0,10.11,77,35.5,1
CUST002415,65.0,Male,2,East,PayPal,1,3.0,8.72,135,29.64,1
CUST002416,,Male,11,North,PayPal,2,7.0,13.7,326,45.37,1
CUST002417,23.0,Female,41,North,PayPal,1,2.0,15.57,70,43.39,1
CUST002418,45.0,Male,3,North,Credit Card,2,4.0,17.19,162,37.45,0
CUST002419,46.0,Male,29,East,PayPal,2,2.0,10.22,96,37.13,1
CUST002420,43.0,Male,18,West,PayPal,2,9.0,17.18,16,52.98,0
CUST002421,42.0,Female,20,South,Debit Card,2,9.0,11.97,230,52.69,0
CUST002422,29.0,Female,47,North,PayPal,3,7.0,6.52,267,50.24,0
CUST002423,22.0,Female,14,West,Debit Card,1,7.0,17.69,306,49.42,1
CUST002424,51.0,Female,34,South,Credit Card,6,2.0,13.21,343,33.37,1
CUST002425,,Male,49,North,PayPal,2,10.0,14.04,6,64.45,0
CUST002426,54.0,Male,54,South,PayPal,1,8.0,19.06,110,64.51,0
CUST002427,32.0,Female,31,South,Debit Card,0,1.0,13.39,143,37.39,1
CUST002428,61.0,Female,58,West,Credit Card,2,8.0,5.08,155,56.18,0
CUST002429,53.0,Female,40,South,Credit Card,1,5.0,18.06,207,53.08,0
CUST002430,32.0,Female,42,North,Debit Card,1,4.0,9.27,166,45.58,0
CUST002431,60.0,Male,58,West,Credit Card,1,10.0,12.53,260,68.48,0
CUST002432,65.0,Female,18,East,Credit Card,1,2.0,8.07,173,32.69,1
CUST002433,40.0,Female,30,East,Credit Card,2,3.0,9.45,121,40.13,1
CUST002434,23.0,Female,25,West,Credit Card,0,10.0,15.3,140,59.2,0
CUST002435,63.0,Female,19,East,Credit Card,1,2.0,11.44,168,36.69,1
CUST002436,67.0,Female,8,South,Credit Card,3,4.0,14.41,84,36.18,0
CUST002437,61.0,Female,28,North,Credit Card,1,3.0,17.35,194,43.77,1
CUST002438,60.0,Female,8,South,Credit Card,2,5.0,10.11,276,36.55,0
CUST002439,,Male,31,West,PayPal,1,7.0,13.53,268,53.09,0
CUST002440,38.0,Male,3,North,Debit Card,0,,16.66,38,52.49,0
CUST002441,40.0,Male,3,West,Credit Card,3,5.0,15.73,303,37.34,1
CUST002442,60.0,Male,44,West,Debit Card,1,8.0,13.1,338,56.42,1
CUST002443,33.0,Male,22,West,Credit Card,7,2.0,10.75,242,27.46,1
CUST002444,64.0,Male,17,South,Credit Card,3,6.0,11.11,330,40.94,1
CUST002445,32.0,Female,36,North,PayPal,0,8.0,11.5,199,57.0,0
CUST002446,,Female,17,North,Debit Card,3,9.0,10.23,298,48.65,0
CUST002447,53.0,Male,14,North,Debit Card,3,4.0,15.49,5,37.9,0
CUST002448,28.0,Female,51,South,PayPal,3,4.0,6.88,355,44.57,1
CUST002449,68.0,Male,9,East,PayPal,0,7.0,19.51,103,51.42,0
CUST002450,32.0,Female,30,South,Debit Card,0,4.0,16.68,138,47.39,0
CUST002451,21.0,Female,21,South,Credit Card,1,5.0,9.47,293,42.53,0
CUST002452,38.0,Female,12,West,Credit Card,2,2.0,5.64,66,28.4,1
CUST002453,30.0,Female,37,North,Debit Card,1,,15.67,67,42.71,1
CUST002454,39.0,Female,32,North,Credit Card,7,10.0,16.02,270,53.23,1
CUST002455,36.0,Female,11,East,PayPal,1,5.0,19.45,47,44.67,0
CUST002456,51.0,Male,20,East,PayPal,0,,8.81,180,54.26,0
CUST002457,31.0,Male,35,West,PayPal,2,10.0,6.24,68,56.96,0
CUST002458,21.0,Female,53,North,Debit Card,3,2.0,18.73,115,45.93,1
CUST002459,65.0,Male,47,East,Debit Card,3,6.0,8.88,26,50.89,0
CUST002460,69.0,Female,46,East,Debit Card,2,6.0,15.82,47,56.22,0
CUST002461,63.0,Male,11,North,Credit Card,2,8.0,5.91,207,43.86,0
CUST002462,44.0,Female,52,South,Debit Card,1,1.0,16.41,73,46.42,1
CUST002463,46.0,Male,8,East,Debit Card,1,7.0,6.91,259,42.91,0
CUST002464,,Female,4,North,PayPal,2,7.0,15.43,30,42.58,0
CUST002465,45.0,Male,27,East,Credit Card,1,9.0,12.99,3,56.01,0
CUST002466,52.0,Female,44,West,Credit Card,1,4.0,19.33,9,52.17,0
CUST002467,25.0,Male,40,East,PayPal,3,7.0,5.55,8,49.27,0
CUST002468,33.0,Female,38,North,Credit Card,2,6.0,9.38,9,48.87,0
CUST002469,59.0,Female,47,East,Debit Card,2,4.0,6.04,152,44.89,0
CUST002470,53.0,Female,30,West,Credit Card,1,,18.19,142,61.9,0
CUST002471,47.0,Male,44,West,PayPal,2,8.0,13.91,336,57.89,1
CUST002472,35.0,Male,48,East,Credit Card,3,3.0,13.02,274,43.59,1
CUST002473,19.0,Male,48,East,PayPal,1,8.0,6.97,27,56.45,0
CUST002474,66.0,Female,27,West,Debit Card,3,5.0,12.34,348,41.72,1
CUST002475,30.0,Male,21,West,Debit Card,3,4.0,10.98,71,37.69,0
CUST002476,21.0,Female,52,South,PayPal,2,3.0,9.74,219,44.98,1
CUST002477,43.0,Male,20,South,Debit Card,3,10.0,16.58,290,55.04,0
CUST002478,42.0,Male,4,West,Debit Card,6,7.0,5.92,256,33.41,1
CUST002479,47.0,Male,11,East,Credit Card,3,7.0,14.7,103,44.82,0
CUST002480,28.0,Male,13,North,Debit Card,1,6.0,17.34,147,46.05,0
CUST002481,24.0,Female,9,East,PayPal,2,3.0,18.61,158,36.68,1
CUST002482,48.0,Male,4,East,Debit Card,2,9.0,16.19,348,47.99,1
CUST002483,61.0,Male,12,South,Credit Card,2,2.0,9.24,140,30.52,1
CUST002484,27.0,Female,9,South,PayPal,3,3.0,14.01,143,34.75,1
CUST002485,56.0,Female,13,South,Debit Card,2,1.0,7.12,109,28.72,1
CUST002486,30.0,Male,48,West,Debit Card,5,7.0,6.76,359,49.65,1
CUST002487,48.0,Male,26,West,Debit Card,2,2.0,14.58,320,37.39,1
CUST002488,24.0,Female,38,East,PayPal,0,10.0,17.77,64,65.84,0
CUST002489,66.0,Female,42,East,Credit Card,0,8.0,6.01,271,54.94,0
CUST002490,59.0,Female,13,North,PayPal,1,9.0,6.59,186,48.2,0
CUST002491,59.0,Male,39,East,PayPal,3,2.0,13.48,356,39.1,1
CUST002492,,Male,28,East,Credit Card,1,6.0,8.27,323,47.24,1
CUST002493,37.0,Male,58,South,PayPal,1,1.0,14.18,1,46.57,1
CUST002494,21.0,Female,19,South,PayPal,2,8.0,8.22,7,47.38,0
CUST002495,24.0,Female,24,South,Debit Card,1,,6.75,1,43.61,0
CUST002496,18.0,Female,19,South,PayPal,2,9.0,13.18,261,52.8,0
CUST002497,61.0,Male,49,South,Debit Card,3,3.0,17.93,47,47.92,1
CUST002498,62.0,Female,13,North,PayPal,5,2.0,15.28,356,30.79,1
CUST002499,59.0,Male,13,North,Debit Card,3,7.0,17.28,266,45.18,0
CUST002500,64.0,Female,58,North,Debit Card,1,7.0,9.0,2,57.31,0
CUST002501,30.0,Male,28,South,Debit Card,3,10.0,18.29,23,58.89,0
CUST002502,39.0,Male,53,West,Credit Card,0,5.0,10.66,359,53.68,1
CUST002503,38.0,Female,2,South,PayPal,5,7.0,17.79,303,41.58,1
CUST002504,39.0,Male,10,South,PayPal,3,6.0,12.07,84,39.77,0
CUST002505,45.0,Female,22,North,PayPal,1,9.0,9.02,204,52.48,0
CUST002506,26.0,Male,13,South,Credit Card,3,3.0,8.9,227,32.34,1
CUST002507,43.0,Female,58,North,Debit Card,0,4.0,13.52,252,54.29,0
CUST002508,26.0,Female,9,South,PayPal,4,9.0,6.19,305,43.51,1
CUST002509,32.0,Male,33,East,Credit Card,2,10.0,18.95,151,60.57,0
CUST002510,27.0,Female,14,West,Credit Card,0,8.0,9.07,247,46.47,0
CUST002511,41.0,Male,48,West,PayPal,0,10.0,10.03,306,63.47,1
CUST002512,59.0,Female,20,North,Debit Card,1,6.0,8.5,17,43.52,0
CUST002513,25.0,Female,15,East,Credit Card,1,3.0,5.05,304,32.15,1
CUST002514,41.0,Female,32,West,PayPal,1,,15.39,2,58.54,0
CUST002515,33.0,Female,33,North,Debit Card,0,9.0,13.86,197,60.42,0
CUST002516,66.0,Male,17,South,Credit Card,2,6.0,17.14,341,47.0,1
CUST002517,43.0,Female,24,South,Credit Card,3,2.0,5.62,269,31.88,1
CUST002518,44.0,Female,30,East,PayPal,2,7.0,18.93,61,54.55,0
CUST002519,54.0,Male,13,West,PayPal,1,9.0,9.96,267,49.26,0
CUST002520,21.0,Male,59,South,Debit Card,3,9.0,18.7,97,65.49,0
CUST002521,67.0,Male,47,North,PayPal,1,3.0,6.61,283,44.32,1
CUST002522,41.0,Male,48,South,PayPal,5,2.0,16.16,247,41.01,1
CUST002523,36.0,Male,16,South,Debit Card,2,5.0,13.69,35,41.33,0
CUST002524,53.0,Male,2,West,PayPal,2,10.0,10.37,274,50.25,0
CUST002525,56.0,Female,17,West,Debit Card,4,,6.19,68,40.99,0
CUST002526,,Male,32,North,Debit Card,1,3.0,14.07,189,44.7,1
CUST002527,42.0,Female,43,East,Debit Card,0,4.0,5.4,41,43.78,0
CUST002528,35.0,Male,8,East,PayPal,3,10.0,12.52,96,49.43,0
CUST002529,36.0,Female,52,South,Debit Card,1,2.0,14.06,171,46.84,1
CUST002530,53.0,Female,3,North,PayPal,1,10.0,15.99,67,52.79,0
CUST002531,27.0,Female,12,East,Debit Card,4,2.0,19.87,308,31.68,1
CUST002532,50.0,Male,20,East,PayPal,2,7.0,8.9,119,45.32,0
CUST002533,67.0,Male,16,South,Debit Card,1,2.0,9.84,341,35.99,1
CUST002534,22.0,Male,14,North,Credit Card,3,1.0,10.12,171,28.41,1
CUST002535,64.0,Male,16,East,Credit Card,1,4.0,15.97,186,42.19,0
CUST002536,,Female,59,West,Credit Card,3,6.0,18.98,70,57.95,0
CUST002537,52.0,Male,53,West,Debit Card,4,10.0,19.61,245,66.15,0
CUST002538,61.0,Female,49,South,PayPal,4,10.0,19.19,159,64.48,0
CUST002539,51.0,Female,43,South,Debit Card,1,4.0,18.19,284,51.91,0
CUST002540,50.0,Male,49,South,Debit Card,4,1.0,19.86,107,43.42,1
CUST002541,38.0,Male,51,South,Debit Card,0,1.0,10.64,36,43.53,1
CUST002542,34.0,Male,54,East,Debit Card,0,9.0,19.22,348,68.38,1
CUST002543,39.0,Female,33,North,PayPal,0,1.0,16.42,195,38.93,1
CUST002544,65.0,Male,30,South,Debit Card,1,7.0,7.53,268,47.35,0
CUST002545,54.0,Female,59,South,Credit Card,4,7.0,5.68,76,53.32,0
CUST002546,32.0,Male,12,East,Credit Card,1,1.0,8.22,280,29.88,1
CUST002547,52.0,Female,15,South,Credit Card,2,1.0,16.68,321,34.27,1
CUST002548,45.0,Male,18,South,Debit Card,1,6.0,14.48,348,45.55,1
CUST002549,24.0,Male,28,North,PayPal,5,8.0,8.37,80,45.08,1
CUST002550,49.0,Female,23,West,PayPal,1,7.0,16.13,98,52.2,0
CUST002551,28.0,Male,14,South,PayPal,1,6.0,7.12,282,40.75,0
CUST002552,27.0,Male,30,East,Debit Card,2,,17.33,118,58.69,0
CUST002553,26.0,Male,33,North,PayPal,2,3.0,16.91,223,42.96,1
CUST002554,31.0,Male,45,East,Credit Card,2,7.0,19.59,252,57.88,0
CUST002555,30.0,Male,15,North,PayPal,2,6.0,7.25,80,42.05,0
CUST002556,42.0,Male,7,North,Debit Card,1,8.0,18.6,314,51.07,1
CUST002557,19.0,Male,15,South,Debit Card,2,4.0,10.12,170,36.42,0
CUST002558,52.0,Female,52,South,PayPal,4,9.0,11.24,157,60.32,0
CUST002559,24.0,Female,42,South,Debit Card,4,1.0,12.03,334,36.44,1
CUST002560,38.0,Male,46,West,PayPal,4,7.0,14.4,328,54.76,1
CUST002561,35.0,Male,38,West,PayPal,4,9.0,19.92,2,60.39,0
CUST002562,20.0,Male,46,East,Credit Card,1,10.0,14.0,203,64.34,0
CUST002563,59.0,Female,56,South,Debit Card,6,1.0,18.9,258,42.12,1
CUST002564,56.0,Female,57,West,Credit Card,4,10.0,8.83,251,61.31,0
CUST002565,58.0,Male,54,South,Debit Card,2,3.0,10.98,146,47.72,1
CUST002566,66.0,Female,44,West,PayPal,1,,12.57,325,55.88,1
CUST002567,28.0,Male,11,West,Debit Card,1,9.0,9.84,275,50.48,0
CUST002568,56.0,Male,29,North,PayPal,2,1.0,19.65,19,40.15,1
CUST002569,41.0,Male,31,South,Debit Card,4,6.0,15.89,252,47.99,0
CUST002570,63.0,Male,25,South,Credit Card,2,2.0,12.18,284,36.1,1
CUST002571,36.0,Female,52,West,Credit Card,1,5.0,16.27,331,54.96,1
CUST002572,,Female,54,South,PayPal,4,,12.01,50,51.95,0
CUST002573,43.0,Male,24,West,Credit Card,1,7.0,5.26,311,45.42,1
CUST002574,55.0,Female,57,South,PayPal,3,10.0,13.15,137,66.01,0
CUST002575,59.0,Female,19,North,PayPal,6,7.0,14.38,226,44.16,1
CUST002576,49.0,Male,2,South,PayPal,0,,19.72,221,39.73,0
CUST002577,56.0,Female,22,North,Debit Card,3,6.0,5.61,113,40.97,0
CUST002578,62.0,Male,20,East,PayPal,3,10.0,12.68,149,53.55,0
CUST002579,63.0,Male,33,South,Credit Card,2,6.0,6.47,48,46.42,0
CUST002580,53.0,Male,8,South,Debit Card,0,7.0,7.23,58,45.72,0
CUST002581,,Male,25,South,Credit Card,4,9.0,14.16,197,52.99,0
CUST002582,54.0,Female,46,North,PayPal,6,,8.47,225,45.16,1
CUST002583,50.0,Male,9,South,PayPal,3,10.0,16.24,137,52.14,0
CUST002584,53.0,Female,34,South,Credit Card,3,1.0,12.71,195,36.86,1
CUST002585,20.0,Male,57,West,Debit Card,1,8.0,8.27,206,58.63,0
CUST002586,26.0,Male,23,East,Credit Card,1,2.0,12.41,18,36.29,1
CUST002587,25.0,Female,5,North,PayPal,2,3.0,5.01,268,29.81,1
CUST002588,50.0,Male,55,West,Debit Card,2,5.0,17.94,215,56.86,0
CUST002589,23.0,Female,25,North,PayPal,2,6.0,5.19,206,43.3,0
CUST002590,58.0,Female,8,West,PayPal,2,7.0,5.11,124,39.45,0
CUST002591,56.0,Male,16,East,Credit Card,2,,14.17,16,40.02,0
CUST002592,21.0,Male,54,West,PayPal,4,3.0,19.6,165,49.11,1
CUST002593,30.0,Male,48,North,Credit Card,2,9.0,17.84,148,63.77,0
CUST002594,66.0,Male,45,South,Debit Card,0,4.0,8.78,276,47.79,0
CUST002595,,Male,52,South,PayPal,2,9.0,7.95,233,59.73,0
CUST002596,22.0,Male,15,East,PayPal,2,9.0,14.39,25,50.89,0
CUST002597,61.0,Female,1,North,Debit Card,3,3.0,17.34,268,35.35,1
CUST002598,44.0,Female,22,North,Credit Card,2,3.0,10.43,295,37.07,1
CUST002599,49.0,Male,3,North,PayPal,3,,11.49,71,43.59,0
CUST002600,38.0,Female,38,East,Debit Card,2,1.0,6.73,200,34.65,1
CUST002601,25.0,Female,54,South,PayPal,4,6.0,7.29,47,50.89,0
CUST002602,55.0,Male,14,West,Credit Card,1,6.0,13.53,25,43.47,0
CUST002603,25.0,Male,36,East,Credit Card,1,9.0,6.54,213,53.62,0
CUST002604,67.0,Female,18,West,Credit Card,1,2.0,8.03,33,33.18,1
CUST002605,20.0,Male,47,South,Credit Card,1,8.0,8.52,214,59.21,0
CUST002606,61.0,Female,41,East,Debit Card,2,7.0,11.66,211,54.44,0
CUST002607,20.0,Male,18,South,PayPal,3,2.0,5.68,29,28.83,1
CUST002608,,Female,3,West,Debit Card,7,1.0,12.5,259,21.77,1
CUST002609,23.0,Female,10,North,Credit Card,3,4.0,18.93,39,38.23,0
CUST002610,19.0,Female,49,North,Credit Card,2,2.0,5.37,260,40.41,1
CUST002611,40.0,Female,39,West,Credit Card,2,3.0,14.46,165,44.53,1
CUST002612,61.0,Male,47,North,Credit Card,2,2.0,17.54,95,46.4,1
CUST002613,19.0,Male,1,West,PayPal,1,9.0,9.69,220,44.88,0
CUST002614,55.0,Female,27,East,Credit Card,1,4.0,6.97,268,39.12,0
CUST002615,34.0,Female,57,East,PayPal,3,1.0,5.65,118,38.75,1
CUST002616,52.0,Male,27,East,Credit Card,3,8.0,14.66,66,50.8,0
CUST002617,51.0,Male,11,North,PayPal,3,4.0,13.28,193,35.23,0
CUST002618,40.0,Female,49,South,PayPal,2,10.0,8.44,320,61.79,1
CUST002619,47.0,Female,5,North,Credit Card,4,8.0,17.47,35,44.52,0
CUST002620,69.0,Female,7,North,Debit Card,2,8.0,16.03,175,49.97,0
CUST002621,,Female,19,South,Debit Card,2,9.0,9.15,112,49.84,0
CUST002622,39.0,Female,57,South,Debit Card,2,10.0,16.3,308,67.58,1
CUST002623,,Male,56,South,Debit Card,1,,8.67,290,57.73,0
CUST002624,53.0,Female,29,South,Debit Card,2,4.0,15.13,340,42.36,1
CUST002625,22.0,Male,15,North,Credit Card,0,2.0,6.78,80,33.4,1
CUST002626,30.0,Male,35,West,Credit Card,3,6.0,15.38,111,49.93,0
CUST002627,46.0,Male,47,East,Credit Card,3,,8.58,92,44.44,0
CUST002628,48.0,Female,37,West,Credit Card,3,6.0,13.59,186,49.57,0
CUST002629,64.0,Male,55,North,Credit Card,3,,7.59,41,57.12,0
CUST002630,33.0,Male,12,South,Credit Card,1,3.0,15.89,87,39.28,1
CUST002631,59.0,Male,30,East,PayPal,1,1.0,5.91,224,35.76,1
CUST002632,47.0,Male,20,East,PayPal,2,5.0,7.48,51,38.78,0
CUST002633,33.0,Female,37,West,Credit Card,2,3.0,7.76,126,38.78,1
CUST002634,29.0,Female,3,North,Credit Card,0,6.0,5.62,146,38.81,0
CUST002635,34.0,Male,9,North,PayPal,0,3.0,16.18,41,36.21,1
CUST002636,33.0,Male,58,North,PayPal,0,1.0,19.71,355,50.4,1
CUST002637,29.0,Female,41,East,Credit Card,2,9.0,16.68,363,60.85,1
CUST002638,25.0,Female,39,West,PayPal,1,5.0,17.91,24,52.32,0
CUST002639,37.0,Female,26,East,Debit Card,3,2.0,5.09,303,31.44,1
CUST002640,20.0,Male,2,East,Debit Card,1,2.0,6.77,284,28.04,1
CUST002641,33.0,Female,23,South,Debit Card,2,9.0,13.39,36,54.17,0
CUST002642,47.0,Male,23,West,PayPal,3,1.0,19.67,277,35.84,1
CUST002643,62.0,Male,59,South,Credit Card,1,10.0,14.91,184,67.61,0
CUST002644,40.0,Female,21,North,Credit Card,4,3.0,10.61,325,34.48,1
CUST002645,,Male,16,East,Credit Card,1,10.0,7.19,154,54.05,0
CUST002646,68.0,Female,9,West,PayPal,2,7.0,7.29,182,41.69,0
CUST002647,57.0,Male,13,North,PayPal,1,1.0,10.44,300,30.56,1
CUST002648,22.0,Female,28,West,Debit Card,4,2.0,15.71,154,38.02,1
CUST002649,37.0,Male,27,East,PayPal,4,6.0,5.48,150,40.29,0
CUST002650,,Male,51,West,Debit Card,0,9.0,17.78,2,67.58,0
CUST002651,61.0,Female,52,North,Debit Card,3,9.0,19.12,297,63.53,0
CUST002652,,Female,17,South,Credit Card,1,8.0,18.33,54,54.15,0
CUST002653,47.0,Female,38,East,PayPal,2,3.0,18.7,246,46.65,1
CUST002654,38.0,Female,36,South,Credit Card,0,,5.23,46,38.0,1
CUST002655,37.0,Male,1,East,Credit Card,2,1.0,19.67,75,29.97,1
CUST002656,23.0,Female,18,North,PayPal,3,9.0,10.5,149,50.53,0
CUST002657,39.0,Female,51,East,PayPal,0,5.0,18.04,3,54.96,0
CUST002658,35.0,Male,9,South,Debit Card,4,,7.8,9,28.86,1
CUST002659,25.0,Female,13,East,Debit Card,0,10.0,11.7,2,55.37,0
CUST002660,56.0,Female,40,North,Debit Card,6,10.0,5.66,238,52.32,1
CUST002661,49.0,Male,55,East,Debit Card,4,5.0,5.6,28,47.13,0
CUST002662,50.0,Female,45,South,Credit Card,7,,19.15,290,40.13,1
CUST002663,33.0,Female,15,North,Credit Card,0,,17.16,181,54.73,0
CUST002664,29.0,Female,43,South,PayPal,2,1.0,12.95,315,40.15,1
CUST002665,55.0,Female,44,East,Debit Card,0,1.0,12.88,266,41.39,1
CUST002666,69.0,Female,46,West,Debit Card,1,3.0,16.23,83,46.91,1
CUST002667,51.0,Female,4,South,Debit Card,2,6.0,10.13,349,39.93,1
CUST002668,31.0,Male,33,East,Credit Card,2,2.0,16.43,253,41.23,1
CUST002669,,Female,24,West,PayPal,2,1.0,12.28,258,32.35,1
CUST002670,50.0,Male,36,West,Credit Card,1,8.0,14.57,48,57.02,0
CUST002671,40.0,Male,51,North,PayPal,4,10.0,19.47,134,64.18,0
CUST002672,67.0,Male,41,West,PayPal,2,9.0,12.07,300,58.28,0
CUST002673,62.0,Male,10,South,Credit Card,3,10.0,11.28,199,50.22,0
CUST002674,19.0,Female,36,South,Credit Card,2,,18.59,292,39.39,1
CUST002675,58.0,Female,20,West,PayPal,3,3.0,18.54,136,39.91,1
CUST002676,,Female,41,East,Credit Card,1,5.0,19.89,83,54.44,0
CUST002677,19.0,Male,45,South,Credit Card,2,,13.26,266,55.49,0
CUST002678,44.0,Female,44,South,PayPal,5,10.0,10.16,358,57.69,1
CUST002679,26.0,Female,11,North,PayPal,3,4.0,8.61,219,32.55,0
CUST002680,18.0,Female,12,East,Debit Card,2,6.0,5.51,349,40.32,1
CUST002681,28.0,Male,18,West,Credit Card,0,1.0,15.9,19,35.76,1
CUST002682,20.0,Male,30,East,PayPal,1,4.0,8.5,18,41.11,0
CUST002683,69.0,Female,44,North,Credit Card,2,8.0,14.1,179,58.0,0
CUST002684,40.0,Male,48,North,Credit Card,4,5.0,18.75,23,52.22,0
CUST002685,43.0,Male,37,East,PayPal,1,8.0,19.25,315,60.04,1
CUST002686,21.0,Female,20,North,Debit Card,5,1.0,5.07,244,23.95,1
